,Author,Title,Year
496,Georg Northoff,The self and its world: a neuro-ecological and temporo-spatial account of existential fear.,2020.0
497,Georg Northoff,Pharmacologically informed machine learning approach for identifying pathological states of unconsciousness via resting-state fMRI,2020.0
498,Georg Northoff,White matter microstructure alterations correlate with terminally differentiated CD8+ effector T cell depletion in the peripheral blood in mania: combined DTI and immunological …,2018.0
499,Georg Northoff,Who am I: the conscious and the unconscious self,2017.0
500,Georg Northoff,Anxious attachment style and hopelessness as predictors of burden in caregivers of patients with disorders of consciousness: A pilot study,2015.0
501,Georg Northoff,Altered negative unconscious processing in major depressive disorder: an exploratory neuropsychological study,2011.0
502,Georg Northoff,How is informed consent related to emotions and empathy? An exploratory neuroethical investigation,2011.0
503,Georg Northoff,Psychoanalyse und Neurowissenschaften: Chancen-Grenzen-Kontroversen,2015.0
504,Georg Northoff,Out-of-step: Brain-heart desynchronization in anxiety disorders,2021.0
505,Georg Northoff,Emotional processing and executive functions in major depressive disorder: dorsal prefrontal activity correlates with performance in the intra–extra dimensional set shift,2010.0
506,Georg Northoff,Segregated neural representation of psychological and somatic-vegetative symptoms in severe major depression,2009.0
507,Georg Northoff,Intrinsic brain activity of subcortical-cortical sensorimotor system and psychomotor alterations in schizophrenia and bipolar disorder: A preliminary study,2020.0
508,Georg Northoff,“Paradox of slow frequencies”–are slow frequencies in upper cortical layers a neural predisposition of the level/state of consciousness (NPC)?,2017.0
509,Georg Northoff,Using fMRI to decode true thoughts independent of intention to conceal,2014.0
510,Georg Northoff,Dynamic relationships between spontaneous and evoked electrophysiological activity,2021.0
511,Georg Northoff,Overcoming rest–task divide—abnormal temporospatial dynamics and its cognition in schizophrenia,2021.0
512,Georg Northoff,Task-related functional magnetic resonance imaging-based neuronavigation for the treatment of depression by individualized repetitive transcranial magnetic stimulation of the …,2021.0
513,Georg Northoff,Anxiety disorders and the brain’s resting state networks: from altered spatiotemporal synchronization to psychopathological symptoms,2020.0
514,Georg Northoff,Working with mental models to learn and visualize a new reaction mechanism,2019.0
515,Georg Northoff,SEEKING and depression in stroke patients: An exploratory study,2013.0
516,Georg Northoff,Personality functioning and the cortical midline structures–an exploratory fMRI study,2012.0
517,Georg Northoff,Reduction of higher-order occipital GABA and impaired visual perception in acute major depressive disorder,2021.0
518,Georg Northoff,the Janus face of language: where are the emotions in words and where are the words in emotions?,2018.0
519,Georg Northoff,Slow cortical potentials and “inner time consciousness”—A neuro-phenomenal hypothesis about the “width of present”,2016.0
520,Georg Northoff,"Why is the distinction between neural predispositions, prerequisites, and correlates of the level of consciousness clinically relevant? Functional brain imaging in coma and …",2015.0
521,Georg Northoff,Disrupted relationship between “resting state” connectivity and task-evoked activity during social perception in schizophrenia,2018.0
522,Georg Northoff,Habits: bridging the gap between personhood and personal identity,2014.0
523,Georg Northoff,How to investigate neuro-biochemical relationships on a regional level in humans? Methodological considerations for combining functional with biochemical imaging,2014.0
524,Georg Northoff,Neuroimaging in pedophilia,2013.0
525,Georg Northoff,How brain imaging provides predictive biomarkers for therapeutic success in the context of virtual reality cognitive training,2021.0
526,Georg Northoff,Altered predictive capability of the brain network EEG model in schizophrenia during cognition,2018.0
527,Georg Northoff,Deutsche Version der Northoff Catatonia Rating Scale (NCRS-dv): Ein validiertes Messinstrument zur Erfassung katatoner Symptome.,2017.0
528,Georg Northoff,Synchronization and variability imbalance underlie cognitive impairment in primary-progressive multiple sclerosis,2017.0
529,Georg Northoff,Neuroscience and whitehead I: Neuro-ecological model of brain,2016.0
530,Georg Northoff,Resting network is composed of more than one neural pattern: An fMRI study,2014.0
531,Georg Northoff,A neural signature of parkinsonism in patients with schizophrenia spectrum disorders: a multimodal MRI study using parallel ICA,2020.0
532,Georg Northoff,Interindividual neural differences in moral decision-making are mediated by alpha power and delta/theta phase coherence,2019.0
533,Georg Northoff,Do brain lesions in stroke affect basic emotions and attachment?,2015.0
534,Georg Northoff,Neural overlap between resting state and self-relevant activity in human subcallosal cingulate cortex–Single unit recording in an intracranial study,2014.0
535,Georg Northoff,Is there a valence-specific pattern in emotional conflict in major depressive disorder? An exploratory psychological study,2012.0
536,Georg Northoff,What COVID‐19 tells us about the self: The deep intersubjective and cultural layers of our brain,2021.0
537,Georg Northoff,Individual alpha frequency predicts perceived visuotactile simultaneity,2020.0
538,Georg Northoff,From neuronal to psychological noise–Long-range temporal correlations in EEG intrinsic activity reduce noise in internally-guided decision making,2019.0
539,Georg Northoff,The educational benefits of self-related information processing,2019.0
540,Georg Northoff,Neuropsychodynamic psychiatry,2018.0
541,Georg Northoff,GABAA receptors predict aversion-related brain responses: an fMRI-PET investigation in healthy humans,2013.0
542,Georg Northoff,Atypical temporal dynamics of resting state shapes stimulus-evoked activity in depression—an EEG study on rest–stimulus interaction,2019.0
543,Georg Northoff,Neural variability quenching during decision-making: neural individuality and its prestimulus complexity,2019.0
544,Georg Northoff,Post-response βγ power predicts the degree of choice-based learning in internally guided decision-making,2016.0
545,Georg Northoff,Why and how is the self-related to the brain midline regions?,2013.0
546,Georg Northoff,"Building mental models of a reaction mechanism: the influence of static and animated representations, prior knowledge, and spatial ability",2020.0
547,Georg Northoff,Implicit and explicit routes to recognize the own body: evidence from brain damaged patients,2016.0
548,Georg Northoff,Resting state low-frequency fluctuations in prefrontal cortex reflect degrees of harm avoidance and novelty seeking: an exploratory NIRS study,2013.0
549,Georg Northoff,White matter deficits underlying the impaired consciousness level in patients with disorders of consciousness,2018.0
550,Georg Northoff,Higher-order sensorimotor circuit of the brain's global network supports human consciousness,2021.0
551,Georg Northoff,Posterior cingulate cross-hemispheric functional connectivity predicts the level of consciousness in traumatic brain injury,2017.0
552,Georg Northoff,Integrative processing of touch and affect in social perception: an fMRI study,2016.0
553,Georg Northoff,"Cortical GABA neurons and self-focus in depression: a model linking cellular, biochemical and neural network findings",2014.0
554,Georg Northoff,GABAA receptors in visual and auditory cortex and neural activity changes during basic visual stimulation,2012.0
555,Georg Northoff,Das disziplinlose Gehirn–Was nun Herr Kant,2012.0
556,Georg Northoff,Intrinsic neural network dynamics in catatonia,2021.0
557,Georg Northoff,Opposing patterns of neuronal variability in the sensorimotor network mediate cyclothymic and depressive temperaments,2019.0
558,Georg Northoff,La neurofilosofia e la mente sana: imparare dal cervello malato,2019.0
559,Georg Northoff,The development of interest and self-related processing,2017.0
560,Georg Northoff,The trajectory of self,2016.0
561,Georg Northoff,Why is there symptom coupling of psychological and motor changes in psychomotor mechanisms? Insights from the brain’s topography,2021.0
562,Georg Northoff,Neuronal variability of resting state activity in eating disorders: increase and decoupling in ventral attention network and relation with clinical symptoms,2019.0
563,Georg Northoff,Neuroscience and Whitehead II: process-based ontology of brain,2016.0
564,Georg Northoff,GABAA receptor deficits predict recovery in patients with disorders of consciousness: A preliminary multimodal [11C]Flumazenil PET and fMRI study,2015.0
565,Georg Northoff,What is culture? Culture is context-dependence!,2013.0
566,Georg Northoff,Grey matter density and GABAA binding potential show a positive linear relationship across cortical regions,2013.0
567,Georg Northoff,University of Ottawa,
568,Georg Northoff,From shorter to longer timescales: converging integrated information theory (IIT) with the temporo-spatial theory of consciousness (TTC),2022.0
569,Georg Northoff,The self and its right insula—Differential topography and dynamic of right vs. left insula,2021.0
570,Georg Northoff,Investigating GABA concentrations measured with macromolecule suppressed and unsuppressed MEGA‐PRESS MR spectroscopy and their relationship with BOLD responses in the occipital …,2019.0
571,Georg Northoff,"Thalamo-sensorimotor functional connectivity correlates with world ranking of olympic, elite, and high performance athletes",2017.0
572,Georg Northoff,Emotional feeling and the orbitomedial prefrontal cortex: Theoretical and empirical considerations,2009.0
573,Georg Northoff,The self and its internal thought: In search for a psychological baseline,2022.0
574,Georg Northoff,"GABAB receptor, clozapine, and catatonia—a complex triad",2021.0
575,Georg Northoff,"Real-time fMRI feedback impacts brain activation, results in auditory hallucinations reduction: Part 1: Superior temporal gyrus-Preliminary evidence",2020.0
576,Georg Northoff,Linear noise approximation for oscillations in a stochastic inhibitory network with delay,2014.0
577,Georg Northoff,It’s in the timing: reduced temporal precision in neural activity of schizophrenia,2022.0
578,Georg Northoff,“Project for a Spatiotemporal Neuroscience”–Brain and Psyche Share Their Topography and Dynamic,2021.0
579,Georg Northoff,Time is of essence-Abnormal time perspectives mediate the impact of childhood trauma on depression severity,2021.0
580,Georg Northoff,GABA and negative affect—catatonia as model of RDoC-based investigation in psychiatry,2019.0
581,Georg Northoff,Do cortical midline variability and low frequency fluctuations mediate William James’“Stream of Consciousness”?“Neurophenomenal Balance Hypothesis” of “Inner Time Consciousness”,2014.0
582,Georg Northoff,Variability and task-responsiveness of electrophysiological dynamics: Scale-free stability and oscillatory flexibility,2022.0
583,Georg Northoff,The origins of catatonia–Systematic review of historical texts between 1800 and 1900,2022.0
584,Georg Northoff,Alpha and theta peak frequency track on-and off-thoughts,2022.0
585,Georg Northoff,Anterior precuneus related to the recovery of consciousness,2022.0
586,Georg Northoff,Self-specific stimuli interact differently than non-self-specific stimuli with eyes-open versus eyes-closed spontaneous activity in auditory cortex,2013.0
587,Georg Northoff,Topography of the anxious self: Abnormal rest-task modulation in social anxiety disorder,2023.0
588,Georg Northoff,Why context matters? Divisive normalization and canonical microcircuits in psychiatric disorders,2020.0
589,Georg Northoff,Increased glutamate in somatosensory cortex in functional dyspepsia,2017.0
590,Georg Northoff,A fallacious jar? The peculiar relation between descriptive premises and normative conclusions in neuroethics,2015.0
591,Georg Northoff,The brain's intrinsic activity and inner time consciousness in schizophrenia,2014.0
592,Georg Northoff,Generation of the probabilistic template of default mode network derived from resting-state fMRI,2014.0
593,Georg Northoff,Scale for space and time experience in psychosis: converging phenomenological and psychopathological perspectives,2022.0
594,Georg Northoff,Brainstem alterations contribute to catatonia in schizophrenia spectrum disorders,2020.0
595,Georg Northoff,LEVELS OF TIME IN THE ZHUANGZI,2019.0
596,Georg Northoff,Functional connections between activated and deactivated brain regions mediate emotional interference during externally directed cognition,2018.0
597,Georg Northoff,Why do we need psychopathology? From the Brain’s resting state to “spatiotemporal psychopathology” of depression,2018.0
598,Georg Northoff,Genuine motor phenomena in schizophrenic psychoses: theoretical background and definition of context,2018.0
599,Georg Northoff,Personal identity and brain identity,2017.0
600,Georg Northoff,Localization versus holism and intrinsic versus extrinsic views of the brain: A neurophilosophical approach.,2014.0
601,Georg Northoff,Wie kommt die Kultur in den Kopf?: Eine neurowissenschaftliche Reise zwischen Ost und West,2014.0
602,Georg Northoff,Religion und Gefühl: Praktisch-theologische Perspektiven einer Theorie der Emotionen,2013.0
603,Georg Northoff,Catatonia: looking back and moving forward,2022.0
604,Georg Northoff,The human affectome,2022.0
605,Georg Northoff,The subjectivity of self and its ontology: From the world–brain relation to the point of view in the world,2022.0
606,Georg Northoff,Prestimulus dynamics blend with the stimulus in neural variability quenching,2021.0
607,Georg Northoff,Slow resting state fluctuations enhance neuronal and behavioral responses to looming sounds,2021.0
608,Georg Northoff,Is learning scale-free? Chemistry learning increases EEG fractal power and changes the power law exponent,2020.0
609,Georg Northoff,Low frequency phase-locking of brain signals contribute to efficient face recognition,2019.0
610,Georg Northoff,Vascular-metabolic and GABAergic inhibitory correlates of neural variability modulation. A combined fMRI and PET study,2018.0
611,Georg Northoff,"Neuropsychoanalysis in Practice: Brain, Self, and Objects",2011.0
612,Georg Northoff,Die Fahndung nach dem ICH,2009.0
613,Georg Northoff,Beyond noise to function: reframing the global brain activity and its dynamic topography,2022.0
614,Georg Northoff,Spatiotemporal Psychopathology–An integrated brain-mind approach and catatonia,2022.0
615,Georg Northoff,Slow and Powerless Thought Dynamic Relates to Brooding in Unipolar and Bipolar Depression,2022.0
616,Georg Northoff,The lost neural hierarchy of the autistic self—locked-out of the mental self and its default-mode network,2021.0
617,Georg Northoff,When the world breaks down: A 3-stage existential model of nihilism in schizophrenia,2021.0
618,Georg Northoff,Bridging the gap–spontaneous fluctuations shape stimulus-evoked spectral power,2020.0
619,Georg Northoff,The self in art therapy–brain-based assessment of the drawing process,2020.0
620,Georg Northoff,Lessons from astronomy and biology for the mind—copernican revolution in neuroscience,2019.0
621,Georg Northoff,Genuine motor phenomena in schizophrenia: neuronal correlates and pathomechanisms,2018.0
622,Georg Northoff,Schizophrenie–eine neuropsychodynamische Betrachtung,2013.0
623,Georg Northoff,"Das disziplinlose Gehirn–Was nun, Herr Kant? Auf den Spuren des Bewusstseins mit der",2012.0
624,Georg Northoff,From temporal to spatial topography: hierarchy of neural dynamics in higher-and lower-order networks shapes their complexity,2022.0
625,Georg Northoff,Intrinsic dynamics and topography of sensory input systems,2022.0
626,Georg Northoff,Ongoing Brain Activity and Its Role in Cognition: Dual versus Baseline Models,2022.0
627,Georg Northoff,From molecular to behavior: higher order occipital cortex in major depressive disorder,2022.0
628,Georg Northoff,Altered task modulation of global signal topography in the default-mode network of unmedicated major depressive disorder,2022.0
629,Georg Northoff,Beyond the veil of duality—topographic reorganization model of meditation,2022.0
630,Georg Northoff,The dynamic self in psychoanalysis: Neuroscientific foundations and clinical cases,2021.0
631,Georg Northoff,White matter microstructure alterations in cortico-striatal networks are associated with parkinsonism in schizophrenia spectrum disorders,2021.0
632,Georg Northoff,From local to global and back: An exploratory study on cross-scale desynchronization in schizophrenia and its relation to thought disorders,2021.0
633,Georg Northoff,The interplay between information flux and temporal dynamics in infraslow frequencies,2020.0
634,Georg Northoff,Parietal memory network and default mode network in first‐episode drug‐naïve schizophrenia: Associations with auditory hallucination,2020.0
635,Georg Northoff,Phenomenological psychopathology and neuroscience,2018.0
636,Georg Northoff,"Abbiamo bisogno di una nuova tassonomia dell'inconscio?: Alcune considerazioni psicoanalitiche, psicologiche, neuroscientifiche",2018.0
637,Georg Northoff,How does the ‘rest-self overlap’mediate the qualitative and automatic features of self-reference?,2016.0
638,Georg Northoff,Sozial eingebettetes Gehirn („social embedded brain “) und relationales Selbst,2016.0
639,Georg Northoff,4 How the Self Is Altered in Psychiatric Disorders,2015.0
640,Georg Northoff,Selbst und Körper in der Depression,2015.0
641,Georg Northoff,Neuroscience and psychoanalysis,2014.0
642,Georg Northoff,Impaired self-referential processing in mesial temporal lobe epilepsy: A functional MRI study,2013.0
643,Georg Northoff,A Canadian perspective on ethics review and neuroimaging: Tensions and solutions,2011.0
644,Georg Northoff,The central role of anterior cortical midline structures in emotional feeling and consciousness,2010.0
645,Georg Northoff,Relating self‐disorders to neurocognitive and psychopathological measures in first‐episode schizophrenia,2022.0
646,Georg Northoff,Temporal continuity of self: long autocorrelation windows mediate self-specificity,2022.0
647,Georg Northoff,Functional decoupling of language and self-reference networks in patients with persistent auditory verbal hallucinations,2020.0
648,Georg Northoff,Why is the environment important for decision making? Local reservoir model for choice-based learning,2018.0
649,Georg Northoff,Three-dimensional neuropsychodynamic model of mental disorders and their defence mechanisms,2018.0
650,Georg Northoff,"What is the unconscious? A novel taxonomy of psychoanalytic, psychological, neuroscientific, and philosophical concepts",2018.0
651,Georg Northoff,Association between scale-free brain dynamics and behavioral performance: functional MRI study in resting state and face processing task,2017.0
652,Georg Northoff,Is depressive rumination rational?,2017.0
653,Georg Northoff,Can we distinguish an “I” and “ME” during listening?—An event-related EEG study on the processing of first and second person personal and possessive pronouns,2016.0
654,Georg Northoff,La plasticità del Sé: Un approccio neuropsicodinamico,2015.0
655,Georg Northoff,Immanuel Kant’s mind and the brain’s resting state,2012.0
656,Georg Northoff,Self and brain: what is self-related processing?,2011.0
657,Georg Northoff,Region-based approach versus mechanism-based approach to the brain,2010.0
658,Georg Northoff,Can disorders of subjective time inform the differential diagnosis of psychiatric disorders? A transdiagnostic taxonomy of time,2023.0
659,Georg Northoff,Structural alterations of amygdala and hypothalamus contribute to catatonia,2022.0
660,Georg Northoff,The nested hierarchy of self and its trauma: In search for a synchronic dynamic and topographical re-organization,2022.0
661,Georg Northoff,Childhood trauma mediates repetitive transcranial magnetic stimulation efficacy in major depressive disorder,2021.0
662,Georg Northoff,Spectral and temporal characterization of sleep spindles—Methodological implications,2021.0
663,Georg Northoff,“Common currency” between experience and brain: spatiotemporal psychopathology of the resting state in depression,2021.0
664,Georg Northoff,Personalized multimodal demarcation of peritumoral tissue in glioma,2020.0
665,Georg Northoff,Brain and behaviour in post-acute stroke: Reduction in seeking and posterior cingulate neuronal variability,2020.0
666,Georg Northoff,"Traumatogenic disturbances: pTsd, complex pTsd and Trauma-related disorders",2018.0
667,Georg Northoff,Depressive syndromes,2018.0
668,Georg Northoff,White matter deficits underlie the loss of consciousness level and predict recovery outcome in disorders of consciousness,2016.0
669,Georg Northoff,A stochastic model of input effectiveness during irregular gamma rhythms,2016.0
670,Georg Northoff,Das selbst und das gehirn,2016.0
671,Georg Northoff,Interoceptive awareness and the insula-Application of Neuroimaging Techniques in Psychotherapy,2014.0
672,Georg Northoff,Sind wir nichts als Gehirn?: Das Selbst und sein Gehirn,2010.0
673,Georg Northoff,Die Untersuchung neuronaler Effekte Psychodynamischer Psychotherapie mittels Neuroimaging,2010.0
674,Georg Northoff,"Emotion, Kognition und Handlung bei depressiv Erkrankten-Grundlagen neuropsychodynamischer Hypothesen zu den Abwehrmechanismen bei Depressionen",2010.0
675,Georg Northoff,What are the subjective processes in our brain? Empirical and ethical implications of a relational concept of the brain,2009.0
676,Georg Northoff,Spatial-topographic nestedness of interoceptive regions within the networks of decision making and emotion regulation: Combining ALE meta-analysis and MACM analysis,2022.0
677,Georg Northoff,Extending the “resting state hypothesis of depression”–dynamics and topography of abnormal rest-task modulation,2021.0
678,Georg Northoff,Anticipating control over aversive stimuli is mediated by the medial prefrontal cortex: An fMRI study with healthy adults,2021.0
679,Georg Northoff,Scale-free analysis of intraoperative ECoG during awake craniotomy for glioma,2021.0
680,Georg Northoff,Temporal hierarchy converges with spatial hierarchy: intrinsic neural timescales follow core-periphery organization,2020.0
681,Georg Northoff,Reflections on 20 years of Neuropsychoanalysis,2019.0
682,Georg Northoff,Neurophilosophy and Neuroethics: Template for Neuropsychoanalysis?,2018.0
683,Georg Northoff,Are our emotional feelings relational?,2017.0
684,Georg Northoff,Rare damaging variants in DNA repair and cell cycle pathways are associated with hippocampal and cognitive dysfunction: a combined genetic imaging study in first-episode …,2017.0
685,Georg Northoff,"Emotional burden, quality of life, and coping styles in care givers of patients with disorders of consciousness living in Italy: preliminary data",2016.0
686,Georg Northoff,Persönlichkeitsstörungen,2016.0
687,Georg Northoff,Dreidimensionales neuropsychodynamisches Modell psychischer Krankheit,2016.0
688,Georg Northoff,Methodische Defizite in der Neuroethik,2013.0
689,Georg Northoff,Neurophilosophy,2013.0
690,Georg Northoff,Pedophilia,2012.0
691,Georg Northoff,"Autoepistemic limitation and the brain's neural code: Comment on"" neuroontology, neurobiological naturalism, and consciousness: A challenge to scientific reduction and a …",2012.0
692,Georg Northoff,Options for the treatment of febrile catatonia,2010.0
693,Georg Northoff,"Empathy, culture and brain–proposal for a large-scaled cross-cultural study",2010.0
694,Georg Northoff,Distribution and frequency of clinical criteria and rating scales for diagnosis and assessment of catatonia in different study types,2023.0
695,Georg Northoff,Intrinsic shapes of empathy: functional brain network topology encodes intersubjective experience and awareness traits,2022.0
696,Georg Northoff,Does temporal irregularity drive prediction failure in schizophrenia? temporal modelling of ERPs,2022.0
697,Georg Northoff,Non-additive activity modulation during a decision making task involving tactic selection,2022.0
698,Georg Northoff,Intrinsic neural activity predisposes susceptibility to a body illusion,2022.0
699,Georg Northoff,Structures in Physics and Neuroscience: Structural Realism and the Unity of Science,2021.0
700,Georg Northoff,Abnormal ERPs and Brain Dynamics Mediate Basic Self Disturbance in Schizophrenia: A Review of EEG and MEG Studies,2021.0
701,Georg Northoff,Novel approach to mind wandering in major depressive disorder and bipolar disorder patients: does the direction of thoughts matter?,2021.0
702,Georg Northoff,The hybrid nature of task-evoked activity: Inside-out neural dynamics in intracranial EEG and Deep Learning,2020.0
703,Georg Northoff,The Interface between Psychoanalysis and Neuroscience: the State of the Art,2020.0
704,Georg Northoff,Can knowledge of election results change recall of our predictions? Neural correlates of political hindsight bias,2019.0
705,Georg Northoff,"The virtual reality working-memory-training program (VR WORK M): Description of an individualized, integrated program",2018.0
706,Georg Northoff,Schizophrenia and other Psychoses,2018.0
707,Georg Northoff,"Self Between Brain and World: Neuropsychodynamic Approach, Social Embedded Brain and Relational Self",2018.0
708,Georg Northoff,How is our self related to its brain? Neurophilosophical concepts,2017.0
709,Georg Northoff,Personal identity and brain identity,2017.0
710,Georg Northoff,Das Unbewusste,2016.0
711,Georg Northoff,Affekte,2016.0
712,Georg Northoff,Reward-and aversion-related processing in the brain: translational evidence for separate and shared circuits,2015.0
713,Georg Northoff,Psychopathology and pathophysiology of depression,2013.0
714,Georg Northoff,The brain and its self: Concepts of self and the cortical midline structures,2011.0
715,Georg Northoff,Neurofilosofia,2010.0
716,Georg Northoff,Depression and the brain’s input: Intrinsic brain activity and difference-based coding,2009.0
717,Georg Northoff,Prolonged intrinsic neural timescales dissociate from phase coherence in schizophrenia,2023.0
718,Georg Northoff,Evidence-based consensus guidelines for the management of catatonia: Recommendations from the British Association for Psychopharmacology,2023.0
719,Georg Northoff,Scale‐free dynamics of core‐periphery topography,2023.0
720,Georg Northoff,"Lorazepam in catatonia–Past, present and future of a clinical success story",2023.0
721,Georg Northoff,Anorexia nervosa as a disorder of the subcortical–cortical interoceptive-self,2022.0
722,Georg Northoff,The sensorimotor domain in the research domain criteria system: progress and perspectives,2021.0
723,Georg Northoff,The human self has two serial aspects and is dynamic: A concept based on neurophysiological evidence supporting a Multiple Aspects Self Theory (MAST),2021.0
724,Georg Northoff,Nature or nurture in ideas of reference? Interplay between intrinsic cognition and extrinsic environment in times of crisis.,2021.0
725,Georg Northoff,Why is there sentience?: A temporo-spatial approach to consciousness,2021.0
726,Georg Northoff,The effects of gastrointestinal symptoms on structural grey matter volume in youth,2020.0
727,Georg Northoff,Intrinsic architecture of global signal topography and its modulation by tasks,2019.0
728,Georg Northoff,What psychopathology can learn from neuropsychodynamic psychiatry?: A spatiotemporal approach,2018.0
729,Georg Northoff,Neuropsychodynamic Psychiatry,2018.0
730,Georg Northoff,Why Do We Need Psychopathology? From the Brain’s Spontaneous Activity to “Spatiotemporal Psychopathology”,2018.0
731,Georg Northoff,Personality and personality disorders,2018.0
732,Georg Northoff,Obsessive-Compulsive Disorders,2018.0
733,Georg Northoff,Is our self temporal? From the temporal features of the brain’s neural activity to self-continuity and personal identity,2018.0
734,Georg Northoff,"Catatonia—Phenomenology, Psychopathology, and Pathophysiology",2016.0
735,Georg Northoff,Zwangssyndrome,2016.0
736,Georg Northoff,6 Neuropsychodynamische Implikationen für die Praxis der psychoanalytischen Psychotherapie: in Sichtweite?...... 129,2015.0
737,Georg Northoff,"Selbst, Gehirn und Umwelt–konzeptuelle und empirische Befunde zum selbstbezogenen Processing",2012.0
738,Georg Northoff,"Selbst, Gehirn und Umwelt–konzeptuelle und empirische Befunde zum selbstbezogenen Processing und ihre Implikationen",2012.0
739,Georg Northoff,Decision making and the medial prefrontal cortex function in social context,2010.0
740,Georg Northoff,Comparison between animal models and human imaging findings in major depressive disorder-convergences and divergences,2009.0
741,Georg Northoff,From Lung to Brain: Respiration Modulates Neural and Mental Activity,2023.0
742,Georg Northoff,Integrating subjective and objective—spatiotemporal approach to psychiatric disorders,2023.0
743,Georg Northoff,"Neurowaves: Brain, Time, and Consciousness",2023.0
744,Georg Northoff,"As without, so within: how the brain's temporo-spatial alignment to the environment shapes consciousness",2023.0
745,Georg Northoff,Abnormal global signal topography of self modulates emotion dysregulation in major depressive disorder,2023.0
746,Georg Northoff,Topographic-dynamic reorganisation model of dreams (TRoD)–A spatiotemporal approach,2023.0
747,Georg Northoff,The Self and Its Time–A Non-Reductive Neuro-Phenomenological Perspective on the Brain's Spontaneous Activity,2022.0
748,Georg Northoff,Spatiotemporal Psychopathology-A Novel Approach to Brain and Symptoms.,2022.0
749,Georg Northoff,Different faces of catatonia and how to approach them,2022.0
750,Georg Northoff,Il sé dinamico in psicoanalisi: fondamenti neuroscientifici e clinica psicoanalitica,2022.0
751,Georg Northoff,Augmenting Human Selves Through Artificial Agents–Lessons From the Brain,2022.0
752,Georg Northoff,Non-reductive neurophilosophy–What is it and how it can contribute to philosophy,2022.0
753,Georg Northoff,Are object relations temporal? From the brain’s intrinsic neural timescales over temporo-spatial alignment to object relations,2022.0
754,Georg Northoff,From Precision Medicine to Precision Convergence for Multilevel Resilience—The Aging Brain and Its Social Isolation,2022.0
755,Georg Northoff,Flights and Perchings of the BrainMind: A Temporospatial Approach to Psychotherapy,2022.0
756,Georg Northoff,"Embrainment and Enculturation: Culture, Brain, and Self",2021.0
757,Georg Northoff,Die sensomotorische Domäne im Research-Domain-Criteria-System: Fortschritte und Perspektiven.,2021.0
758,Georg Northoff,Intraindividual characterization of the sleep spindle variability in healthy subjects,2020.0
759,Georg Northoff,A neural signature of parkinsonism in patients with schizophrenia spectrum disorders,2020.0
760,Georg Northoff,A neurophilosophical approach to perception,2019.0
761,Georg Northoff,Future thinking in non-clinical depression: the relevance of personal goals,2019.0
762,Georg Northoff,Reflections on 20 years of Neuropsychoanalysis,2019.0
763,Georg Northoff,Long-range temporal correlation of intrinsic alpha oscillation predicts consistency of internally guided decision-making,2018.0
764,Georg Northoff,Local reservoir model for choice-based learning,2018.0
765,Georg Northoff,Outlook: Neuropsychodynamic Psychiatry and the Impact of Therapeutic Relationships,2018.0
766,Georg Northoff,Principles of neuropsychodynamic therapy,2018.0
767,Georg Northoff,Anorexia and Bulimia,2018.0
768,Georg Northoff,Brain and self: A neurophilosophical account,2017.0
769,Georg Northoff,"Depressive symptome, kardiale regulation und kortikale verarbeitung bei leistungssportlern",2016.0
770,Georg Northoff,Does task-evoked activity entail consciousness in vegetative state?:“Neuronal-phenomenal inference” versus “neuronal-phenomenal dissociation”,2016.0
771,Georg Northoff,Doaes Task-Evoked Activity Entail Consciousness in Vetetative State,2016.0
772,Georg Northoff,Abhängigkeitserkrankungen,2016.0
773,Georg Northoff,Psychoanalyse und Neurowissenschaften: Chancen-Grenzen-Kontroversen,2015.0
774,Georg Northoff,Finite size effect induces stochastic gamma oscillation in inhibitory network with conduction delay,2014.0
775,Georg Northoff,Translational neuroimaging of the mood and anxiety disorders,2014.0
776,Georg Northoff,Changes in the association of neural activity during interoceptive awareness with neurotransmitter concentrations in the course of depression,2014.0
777,Georg Northoff,Methodological deficits in neuroethics: do we need theoretical neuroethics?,2013.0
778,Georg Northoff,Mental States in Phenomenological and Analytic Philosophy–A Comparison between M. Merleau-Ponty and T. Nagel,2013.0
779,Georg Northoff,Correction: Glutamate concentration in the medial prefrontal cortex predicts resting-state cortical-subcortical functional connectivity in humans,2013.0
780,Georg Northoff,La actividad intrínseca del cerebro y la conciencia de tiempo interno en la esquizofrenia,2011.0
781,Georg Northoff,El efecto camaleón,2010.0
782,Georg Northoff,Kripke's modal argument is challenged by his implausible conception of introspection,2009.0
783,Georg Northoff,From Abnormal Time-Space Experience to Delusions: Spatiotemporal Psychopathology,2024.0
784,Georg Northoff,"Extension, translation and preliminary validation of the Northoff Scale for Subjective Experience in Catatonia (NSSC)",2023.0
785,Georg Northoff,Temporal imprecision and phase instability in schizophrenia resting state EEG,2023.0
786,Georg Northoff,Neural responses to emotional stimuli across the dissociative spectrum: Common and specific mechanisms,2023.0
787,Georg Northoff,Scale-free dynamics in the core-periphery topography and task alignment decline from conscious to unconscious states,2023.0
788,Georg Northoff,Historical postmortem studies on catatonia: Close reading and analysis of Kahlbaum's cases and scientific texts between 1800 and 1900,2023.0
789,Georg Northoff,From research of mental disorders to clinical application—lessons from diabetes,2023.0
790,Georg Northoff,Intrinsic neural timescales mediate the cognitive bias of self–temporal integration as key mechanism,2023.0
791,Georg Northoff,Mood Disorders and Creativity,2023.0
